Local time in Surabaya,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.01.2023 01:00,26.6,756.7,757.1,-0.6,86,"Calm, no wind",0,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.1,,,,,,
20.01.2023 22:00,27.2,757.3,757.7,1.1,82,"Calm, no wind",0,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.9,,,,,,
20.01.2023 19:00,27.9,756.2,756.6,1.4,77,Wind blowing from the south,1,,,"90  or more, but not 100%", ,,,,33.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.4,,,,,,
20.01.2023 16:00,29.8,754.8,755.1,-0.7,71,Wind blowing from the north-west,3,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,23.9,,,,,,
20.01.2023 13:00,32.6,755.5,755.8,-1.9,61,Wind blowing from the west-northwest,4,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",11.0,24.2,,,,,,
20.01.2023 10:00,29.6,757.4,757.7,,75,Wind blowing from the west-northwest,3,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,24.6,,,,,,
20.01.2023 04:00,26.0,755.8,756.1,-0.8,89,Wind blowing from the south-southwest,1,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus translucidus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,24.1,,,,,,
20.01.2023 01:00,26.0,756.6,756.9,-0.8,91,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,24.4,3,6,,,,
19.01.2023 22:00,26.6,757.4,757.7,0.9,89,"Calm, no wind",0,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7.0,24.7,3,3,,,,
19.01.2023 19:00,28.6,756.5,756.8,1.6,80,Wind blowing from the north-west,3,,,"90  or more, but not 100%", ,,,,32.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.8,,,,,,
19.01.2023 16:00,30.0,754.9,755.2,-1.3,73,Wind blowing from the north-northwest,4,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,24.7,,,,,,
19.01.2023 13:00,32.0,756.2,756.5,-1.6,62,Wind blowing from the west-northwest,3,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,23.9,,,,,,
19.01.2023 10:00,29.2,757.8,758.1,0.3,76,Wind blowing from the north-west,2,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,24.5,,,,,,
19.01.2023 07:00,25.4,757.5,757.8,1.2,89,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%", ,,,23.7,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.5,2,24,,,,
19.01.2023 04:00,24.4,756.3,756.6,-0.5,92,"Calm, no wind",0,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.",Altostratus opacus or Nimbostratus.,,7.0,23.0,,,,,,
19.01.2023 01:00,24.6,756.8,757.1,-1.3,93,"Calm, no wind",0,,,100%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Rain.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.",Altostratus opacus or Nimbostratus.,,6.0,23.4,2,6,,,,
18.01.2023 22:00,24.7,758.1,758.5,1.0,94,"Calm, no wind",0,,,100%.,Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,Altostratus opacus or Nimbostratus.,,6.0,23.6,2,3,,,,
18.01.2023 19:00,25.7,757.1,757.5,2.1,88,Wind blowing from the west,2,,,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,33.1,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,300-600,Altostratus opacus or Nimbostratus.,,6.0,23.5,Trace of precipitation,6,,,,
18.01.2023 16:00,29.6,755.0,755.4,-0.6,79,Wind blowing from the north-northwest,6,,,100%.,"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,Altostratus opacus or Nimbostratus.,,10.0,25.6,,,,,,
18.01.2023 13:00,32.5,755.6,755.9,-2.3,62,Wind blowing from the west-northwest,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,24.4,,,,,,
18.01.2023 10:00,30.5,757.9,758.2,0.5,70,Wind blowing from the west-northwest,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,24.4,,,,,,
18.01.2023 07:00,25.4,757.4,757.7,1.0,90,"Calm, no wind",0,,,70 – 80%.,Clouds generally forming or developing. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,24.0,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.6,23,24,,,,
18.01.2023 04:00,24.6,756.4,756.7,-0.3,91,"Calm, no wind",0,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.1,,,,,,
18.01.2023 01:00,25.2,756.7,757.0,-1.3,92,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.8,,,,,,
17.01.2023 22:00,25.0,758.0,758.3,0.4,89,"Calm, no wind",0,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7.0,23.1,,,,,,
17.01.2023 19:00,25.2,757.6,757.9,2.1,90,Wind blowing from the west-northwest,1,,,60%.,Clouds generally dissolving or becoming less developed. ,Thunderstorm(s) with or without precipitation.,Rain.,,31.0,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7.0,23.5,20,6,,,,
17.01.2023 16:00,26.8,755.5,755.8,-0.3,89,Wind blowing from the south-east,3,,,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,Altostratus opacus or Nimbostratus.,,7.0,24.9,4,3,,,,
17.01.2023 13:00,30.6,755.8,756.1,-1.8,74,Wind blowing from the north-west,7,,,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,25.5,4,6,,,,
17.01.2023 10:00,30.6,757.6,757.9,0.3,71,Wind blowing from the west-northwest,6,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,24.7,,,,,,
17.01.2023 07:00,25.8,757.3,757.6,1.2,91,Wind blowing from the west,2,,,"90  or more, but not 100%", ,,,24.8,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.2,1,24,,,,
17.01.2023 04:00,25.2,756.1,756.4,-0.5,92,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.8,,,,,,
17.01.2023 01:00,25.4,756.6,756.9,-0.5,89,"Calm, no wind",0,,,40%.,Clouds generally dissolving or becoming less developed. ,Thunderstorm(s) with or without precipitation.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.5,1,6,,,,
16.01.2023 22:00,25.6,757.1,757.5,0.9,89,Wind blowing from the west-northwest,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Thunderstorm(s) with or without precipitation.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.7,1,3,,,,
16.01.2023 19:00,28.0,756.2,756.5,1.4,78,Wind blowing from the west-southwest,2,,,100%.,"Precipitation within sight, not reaching the ground or the surface of the sea. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.6,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.9,Trace of precipitation,6,,,,
16.01.2023 16:00,29.6,754.8,755.1,-0.1,75,Wind blowing from the west-northwest,1,,,100%.,Clouds generally forming or developing. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.7,Trace of precipitation,3,,,,
16.01.2023 13:00,31.0,754.9,755.2,-1.8,71,Wind blowing from the north-west,6,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,25.1,,,,,,
16.01.2023 10:00,31.2,756.7,757.0,0.0,72,Wind blowing from the west-southwest,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,25.5,,,,,,
16.01.2023 07:00,27.0,756.7,757.0,1.7,87,Wind blowing from the north-northwest,1,,,"90  or more, but not 100%", ,,,25.6,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.6,5,24,,,,
